timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-08-08T00:14:00Z,1.5452,0.7839,90.4,88.3,89.3,true,false,0,potpi-esp01
2026-08-08T01:14:00Z,1.5452,0.7839,90.4,88.3,89.3,true,false,0,potpi-esp01
2026-08-08T02:14:00Z,1.5452,0.7839,90.4,88.3,89.3,true,false,0,potpi-esp01
2026-08-08T03:14:00Z,1.5452,0.7839,90.4,88.3,89.3,true,false,0,potpi-esp01
2026-08-08T04:14:00Z,1.5452,0.7871,90.4,88,89.2,true,false,0,potpi-esp01
2026-08-08T05:14:00Z,1.5452,0.7871,90.4,88,89.2,true,false,0,potpi-esp01
2026-08-08T06:14:01Z,1.5452,0.7871,90.4,88,89.2,true,false,0,potpi-esp01
2026-08-08T07:14:01Z,1.5484,0.7871,90.2,88,89.1,true,false,0,potpi-esp01
2026-08-08T08:14:01Z,1.5484,0.7871,90.2,88,89.1,true,false,0,potpi-esp01
2026-08-08T09:14:01Z,1.5484,0.7871,90.2,88,89.1,true,false,0,potpi-esp01
