timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-06-29T00:43:31Z,1.6806,0.9484,81.6,74.4,78,true,false,0,potpi-esp01
2026-06-29T01:43:31Z,1.6806,0.9484,81.6,74.4,78,true,false,0,potpi-esp01
2026-06-29T02:43:31Z,1.6774,0.9484,81.8,74.4,78.1,true,false,0,potpi-esp01
2026-06-29T03:43:31Z,1.6806,0.9484,81.6,74.4,78,true,false,0,potpi-esp01
2026-06-29T04:43:31Z,1.6774,0.9452,81.8,74.7,78.3,true,false,0,potpi-esp01
2026-06-29T05:43:31Z,1.6774,0.9452,81.8,74.7,78.3,true,false,0,potpi-esp01
2026-06-29T06:43:31Z,1.6774,0.9452,81.8,74.7,78.3,true,false,0,potpi-esp01
2026-06-29T07:43:31Z,1.6806,0.9452,81.6,74.7,78.2,true,false,0,potpi-esp01
2026-06-29T08:43:32Z,1.6871,0.9516,81.2,74.2,77.7,true,false,0,potpi-esp01
2026-06-29T09:43:32Z,1.6903,0.9516,81,74.2,77.6,true,false,0,potpi-esp01
2026-06-29T10:43:32Z,1.6919,0.9548,80.9,73.9,77.4,true,false,0,potpi-esp01
2026-06-29T11:43:32Z,1.6935,0.9548,80.8,73.9,77.3,true,false,0,potpi-esp01
2026-06-29T12:43:32Z,1.6871,0.9516,81.2,74.2,77.7,true,false,0,potpi-esp01
2026-06-29T13:43:32Z,1.6903,0.9548,81,73.9,77.4,true,false,0,potpi-esp01
2026-06-29T14:43:32Z,1.6968,0.9581,80.6,73.6,77.1,true,false,0,potpi-esp01
2026-06-29T15:43:32Z,1.6968,0.9581,80.6,73.6,77.1,true,false,0,potpi-esp01
2026-06-29T16:43:32Z,1.6935,0.9581,80.8,73.6,77.2,true,false,0,potpi-esp01
2026-06-29T17:43:32Z,1.6935,0.9581,80.8,73.6,77.2,true,false,0,potpi-esp01
2026-06-29T18:43:32Z,1.6968,0.9581,80.6,73.6,77.1,true,false,0,potpi-esp01
