timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-08-29T00:14:31Z,1.5774,0.8839,88.3,79.9,84.1,true,false,0,potpi-esp01
2026-08-29T01:14:31Z,1.5774,0.8839,88.3,79.9,84.1,true,false,0,potpi-esp01
2026-08-29T02:14:31Z,1.579,0.8871,88.2,79.6,83.9,true,false,0,potpi-esp01
2026-08-29T03:14:31Z,1.5806,0.8871,88.1,79.6,83.8,true,false,0,potpi-esp01
2026-08-29T04:14:31Z,1.5806,0.8871,88.1,79.6,83.8,true,false,0,potpi-esp01
2026-08-29T05:14:31Z,1.5806,0.8871,88.1,79.6,83.8,true,false,0,potpi-esp01
2026-08-29T06:14:31Z,1.5903,0.8968,87.5,78.8,83.1,true,false,0,potpi-esp01
2026-08-29T07:14:31Z,1.5839,0.8871,87.9,79.6,83.7,true,false,0,potpi-esp01
2026-08-29T08:14:31Z,1.5742,0.8839,88.5,79.9,84.2,true,false,0,potpi-esp01
2026-08-29T09:14:31Z,1.5774,0.8839,88.3,79.9,84.1,true,false,0,potpi-esp01
2026-08-29T10:14:32Z,1.5806,0.8871,88.1,79.6,83.8,true,false,0,potpi-esp01
2026-08-29T11:14:32Z,1.5839,0.8871,87.9,79.6,83.7,true,false,0,potpi-esp01
2026-08-29T12:14:32Z,1.5871,0.8903,87.7,79.3,83.5,true,false,0,potpi-esp01
2026-08-29T13:14:32Z,1.5871,0.8903,87.7,79.3,83.5,true,false,0,potpi-esp01
2026-08-29T14:14:32Z,1.5903,0.8935,87.5,79.1,83.3,true,false,0,potpi-esp01
2026-08-29T15:14:32Z,1.5903,0.8935,87.5,79.1,83.3,true,false,0,potpi-esp01
2026-08-29T16:14:32Z,1.5903,0.8968,87.5,78.8,83.1,true,false,0,potpi-esp01
2026-08-29T17:14:32Z,1.5903,0.8968,87.5,78.8,83.1,true,false,0,potpi-esp01
2026-08-29T18:14:32Z,1.5903,0.8968,87.5,78.8,83.1,true,false,0,potpi-esp01
2026-08-29T19:14:32Z,1.5935,0.8968,87.3,78.8,83,true,false,0,potpi-esp01
