timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-09-11T00:14:51Z,1.5468,0.8774,90.3,80.4,85.4,true,false,0,potpi-esp01
2026-09-11T01:14:51Z,1.5484,0.8774,90.2,80.4,85.3,true,false,0,potpi-esp01
2026-09-11T02:14:51Z,1.5484,0.8774,90.2,80.4,85.3,true,false,0,potpi-esp01
2026-09-11T03:14:51Z,1.5484,0.8774,90.2,80.4,85.3,true,false,0,potpi-esp01
2026-09-11T04:14:51Z,1.5484,0.8774,90.2,80.4,85.3,true,false,0,potpi-esp01
2026-09-11T05:14:51Z,1.5484,0.8774,90.2,80.4,85.3,true,false,0,potpi-esp01
2026-09-11T06:14:51Z,1.5484,0.8774,90.2,80.4,85.3,true,false,0,potpi-esp01
2026-09-11T07:14:51Z,1.5484,0.8774,90.2,80.4,85.3,true,false,0,potpi-esp01
2026-09-11T08:14:51Z,1.5468,0.8774,90.3,80.4,85.4,true,false,0,potpi-esp01
2026-09-11T09:14:51Z,1.5452,0.8774,90.4,80.4,85.4,true,false,0,potpi-esp01
2026-09-11T10:14:51Z,1.5484,0.8774,90.2,80.4,85.3,true,false,0,potpi-esp01
2026-09-11T11:14:51Z,1.5484,0.8774,90.2,80.4,85.3,true,false,0,potpi-esp01
2026-09-11T12:14:51Z,1.5452,0.8774,90.4,80.4,85.4,true,false,0,potpi-esp01
2026-09-11T13:14:51Z,1.5452,0.8774,90.4,80.4,85.4,true,false,0,potpi-esp01
2026-09-11T14:14:51Z,1.5484,0.8774,90.2,80.4,85.3,true,false,0,potpi-esp01
2026-09-11T15:14:51Z,1.5484,0.8774,90.2,80.4,85.3,true,false,0,potpi-esp01
2026-09-11T16:14:52Z,1.5484,0.8774,90.2,80.4,85.3,true,false,0,potpi-esp01
2026-09-11T17:14:52Z,1.5484,0.8806,90.2,80.1,85.2,true,false,0,potpi-esp01
2026-09-11T18:14:52Z,1.5484,0.8806,90.2,80.1,85.2,true,false,0,potpi-esp01
2026-09-11T19:14:52Z,1.5516,0.8806,90,80.1,85.1,true,false,0,potpi-esp01
2026-09-11T20:14:52Z,1.5516,0.8806,90,80.1,85.1,true,false,0,potpi-esp01
2026-09-11T21:14:52Z,1.5516,0.8839,90,79.9,84.9,true,false,0,potpi-esp01
