timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-09-08T00:14:46Z,1.6484,0.971,83.7,72.5,78.1,true,false,0,potpi-esp01
2026-09-08T01:14:46Z,1.6484,0.9742,83.7,72.3,78,true,false,0,potpi-esp01
2026-09-08T02:14:46Z,1.6484,0.9742,83.7,72.3,78,true,false,0,potpi-esp01
2026-09-08T03:14:46Z,1.6516,0.9742,83.5,72.3,77.9,true,false,0,potpi-esp01
2026-09-08T04:14:46Z,1.6516,0.9774,83.5,72,77.7,true,false,0,potpi-esp01
2026-09-08T05:14:46Z,1.6516,0.9774,83.5,72,77.7,true,false,0,potpi-esp01
2026-09-08T06:14:46Z,1.6516,0.9774,83.5,72,77.7,true,false,0,potpi-esp01
2026-09-08T07:14:46Z,1.6516,0.9806,83.5,71.7,77.6,true,false,0,potpi-esp01
2026-09-08T08:14:46Z,1.6516,0.9806,83.5,71.7,77.6,true,false,0,potpi-esp01
2026-09-08T09:14:46Z,1.6516,0.9806,83.5,71.7,77.6,true,false,0,potpi-esp01
2026-09-08T10:14:47Z,1.6484,0.9774,83.7,72,77.8,true,false,0,potpi-esp01
2026-09-08T11:14:47Z,1.6516,0.9806,83.5,71.7,77.6,true,false,0,potpi-esp01
2026-09-08T12:14:47Z,1.6516,0.9806,83.5,71.7,77.6,true,false,0,potpi-esp01
2026-09-08T13:14:47Z,1.6516,0.9806,83.5,71.7,77.6,true,false,0,potpi-esp01
2026-09-08T14:14:47Z,1.6516,0.9806,83.5,71.7,77.6,true,false,0,potpi-esp01
2026-09-08T15:14:47Z,1.6548,0.9839,83.3,71.5,77.4,true,false,0,potpi-esp01
2026-09-08T16:14:47Z,1.6548,0.9839,83.3,71.5,77.4,true,false,0,potpi-esp01
2026-09-08T17:14:47Z,1.6548,0.9839,83.3,71.5,77.4,true,false,0,potpi-esp01
2026-09-08T18:14:47Z,1.6548,0.9871,83.3,71.2,77.2,true,false,0,potpi-esp01
2026-09-08T19:14:47Z,1.6581,0.9871,83.1,71.2,77.1,true,false,0,potpi-esp01
2026-09-08T20:14:47Z,1.6581,0.9903,83.1,70.9,77,true,false,0,potpi-esp01
