timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-08-25T00:14:25Z,1.529,0.9129,91.4,77.4,84.4,true,false,0,potpi-esp01
2026-08-25T01:14:25Z,1.529,0.9129,91.4,77.4,84.4,true,false,0,potpi-esp01
2026-08-25T02:14:25Z,1.529,0.9129,91.4,77.4,84.4,true,false,0,potpi-esp01
2026-08-25T03:14:25Z,1.529,0.9129,91.4,77.4,84.4,true,false,0,potpi-esp01
2026-08-25T04:14:25Z,1.529,0.9161,91.4,77.2,84.3,true,false,0,potpi-esp01
2026-08-25T05:14:25Z,1.5323,0.9161,91.2,77.2,84.2,true,false,0,potpi-esp01
2026-08-25T06:14:25Z,1.5387,0.9226,90.8,76.6,83.7,true,false,0,potpi-esp01
2026-08-25T07:14:25Z,1.5387,0.9,90.8,78.5,84.7,true,false,0,potpi-esp01
2026-08-25T08:14:26Z,1.5355,0.9032,91,78.2,84.6,true,false,0,potpi-esp01
2026-08-25T09:14:26Z,1.5419,0.9065,90.6,78,84.3,true,false,0,potpi-esp01
2026-08-25T10:14:26Z,1.5452,0.9097,90.4,77.7,84,true,false,0,potpi-esp01
2026-08-25T11:14:26Z,1.5484,0.9129,90.2,77.4,83.8,true,false,0,potpi-esp01
2026-08-25T12:14:26Z,1.55,0.9129,90.1,77.4,83.8,true,false,0,potpi-esp01
2026-08-25T13:14:26Z,1.5516,0.9129,90,77.4,83.7,true,false,0,potpi-esp01
2026-08-25T14:14:26Z,1.5548,0.9161,89.8,77.2,83.5,true,false,0,potpi-esp01
2026-08-25T15:14:26Z,1.5548,0.9161,89.8,77.2,83.5,true,false,0,potpi-esp01
2026-08-25T16:14:26Z,1.5548,0.9161,89.8,77.2,83.5,true,false,0,potpi-esp01
2026-08-25T17:14:26Z,1.5548,0.9194,89.8,76.9,83.3,true,false,0,potpi-esp01
2026-08-25T18:14:26Z,1.5581,0.9194,89.6,76.9,83.2,true,false,0,potpi-esp01
2026-08-25T19:14:26Z,1.5581,0.9226,89.6,76.6,83.1,true,false,0,potpi-esp01
2026-08-25T20:14:26Z,1.5581,0.9226,89.6,76.6,83.1,true,false,0,potpi-esp01
2026-08-25T21:14:26Z,1.5581,0.9258,89.6,76.3,82.9,true,false,0,potpi-esp01
2026-08-25T22:14:26Z,1.5613,0.9258,89.3,76.3,82.8,true,false,0,potpi-esp01
