timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-09-10T00:14:49Z,1.6935,1.0226,80.8,68.2,74.5,true,false,0,potpi-esp01
2026-09-10T01:14:49Z,1.6935,1.0226,80.8,68.2,74.5,true,false,0,potpi-esp01
2026-09-10T02:14:49Z,1.6968,1.0226,80.6,68.2,74.4,true,false,0,potpi-esp01
2026-09-10T03:14:49Z,1.6968,1.0258,80.6,67.9,74.2,true,false,0,potpi-esp01
2026-09-10T04:14:49Z,1.6968,1.0258,80.6,67.9,74.2,true,false,0,potpi-esp01
2026-09-10T05:14:49Z,1.6984,1.0258,80.5,67.9,74.2,true,false,0,potpi-esp01
2026-09-10T06:14:49Z,1.7,1.029,80.4,67.6,74,true,false,0,potpi-esp01
2026-09-10T07:14:49Z,1.7,1.029,80.4,67.6,74,true,false,0,potpi-esp01
2026-09-10T08:14:49Z,1.7,1.029,80.4,67.6,74,true,false,0,potpi-esp01
2026-09-10T09:14:50Z,1.7,1.029,80.4,67.6,74,true,false,0,potpi-esp01
2026-09-10T10:14:50Z,1.7032,1.029,80.1,67.6,73.9,true,false,0,potpi-esp01
2026-09-10T11:14:50Z,1.7032,1.0323,80.1,67.4,73.8,true,false,0,potpi-esp01
2026-09-10T12:14:50Z,1.7032,1.0323,80.1,67.4,73.8,true,false,0,potpi-esp01
2026-09-10T13:14:50Z,1.7032,1.0323,80.1,67.4,73.8,true,false,0,potpi-esp01
2026-09-10T14:14:50Z,1.5323,0.8677,91.2,81.2,86.2,true,false,0,potpi-esp01
2026-09-10T15:14:50Z,1.5387,0.871,90.8,81,85.9,true,false,0,potpi-esp01
2026-09-10T16:14:50Z,1.5419,0.871,90.6,81,85.8,true,false,0,potpi-esp01
2026-09-10T17:14:50Z,1.5419,0.8742,90.6,80.7,85.6,true,false,0,potpi-esp01
2026-09-10T18:14:50Z,1.5419,0.8742,90.6,80.7,85.6,true,false,0,potpi-esp01
2026-09-10T19:14:50Z,1.5452,0.8742,90.4,80.7,85.5,true,false,0,potpi-esp01
2026-09-10T20:14:50Z,1.5452,0.8774,90.4,80.4,85.4,true,false,0,potpi-esp01
