timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-06-28T00:43:30Z,1.6419,0.9129,84.1,77.4,80.8,true,false,0,potpi-esp01
2026-06-28T01:43:30Z,1.6419,0.9129,84.1,77.4,80.8,true,false,0,potpi-esp01
2026-06-28T02:43:30Z,1.6452,0.9161,83.9,77.2,80.5,true,false,0,potpi-esp01
2026-06-28T03:43:30Z,1.6452,0.9161,83.9,77.2,80.5,true,false,0,potpi-esp01
2026-06-28T04:43:30Z,1.6452,0.9161,83.9,77.2,80.5,true,false,0,potpi-esp01
2026-06-28T05:43:30Z,1.6452,0.9129,83.9,77.4,80.7,true,false,0,potpi-esp01
2026-06-28T06:43:30Z,1.6468,0.9161,83.8,77.2,80.5,true,false,0,potpi-esp01
2026-06-28T07:43:30Z,1.6484,0.9161,83.7,77.2,80.4,true,false,0,potpi-esp01
2026-06-28T08:43:30Z,1.6484,0.9129,83.7,77.4,80.6,true,false,0,potpi-esp01
2026-06-28T09:43:30Z,1.6484,0.9161,83.7,77.2,80.4,true,false,0,potpi-esp01
2026-06-28T10:43:30Z,1.6452,0.9161,83.9,77.2,80.5,true,false,0,potpi-esp01
2026-06-28T11:43:30Z,1.6516,0.9258,83.5,76.3,79.9,true,false,0,potpi-esp01
2026-06-28T12:43:30Z,1.6613,0.9323,82.9,75.8,79.3,true,false,0,potpi-esp01
2026-06-28T13:43:30Z,1.6645,0.9355,82.7,75.5,79.1,true,false,0,potpi-esp01
2026-06-28T14:43:30Z,1.671,0.9403,82.2,75.1,78.7,true,false,0,potpi-esp01
2026-06-28T15:43:31Z,1.6742,0.9452,82,74.7,78.4,true,false,0,potpi-esp01
2026-06-28T16:43:31Z,1.6774,0.9419,81.8,75,78.4,true,false,0,potpi-esp01
2026-06-28T17:43:31Z,1.6726,0.9419,82.1,75,78.6,true,false,0,potpi-esp01
2026-06-28T18:43:31Z,1.6774,0.9452,81.8,74.7,78.3,true,false,0,potpi-esp01
2026-06-28T19:43:31Z,1.6774,0.9484,81.8,74.4,78.1,true,false,0,potpi-esp01
2026-06-28T20:43:31Z,1.6839,0.9516,81.4,74.2,77.8,true,false,0,potpi-esp01
2026-06-28T21:43:31Z,1.6839,0.9516,81.4,74.2,77.8,true,false,0,potpi-esp01
2026-06-28T22:43:31Z,1.6839,0.9516,81.4,74.2,77.8,true,false,0,potpi-esp01
2026-06-28T23:43:31Z,1.6806,0.9484,81.6,74.4,78,true,false,0,potpi-esp01
