timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-08-26T00:14:27Z,1.5613,0.9274,89.3,76.2,82.8,true,false,0,potpi-esp01
2026-08-26T01:14:27Z,1.5645,0.929,89.1,76.1,82.6,true,false,0,potpi-esp01
2026-08-26T02:14:27Z,1.5645,0.929,89.1,76.1,82.6,true,false,0,potpi-esp01
2026-08-26T03:14:27Z,1.5645,0.929,89.1,76.1,82.6,true,false,0,potpi-esp01
2026-08-26T04:14:27Z,1.5645,0.9323,89.1,75.8,82.5,true,false,0,potpi-esp01
2026-08-26T05:14:27Z,1.5645,0.9323,89.1,75.8,82.5,true,false,0,potpi-esp01
2026-08-26T06:14:27Z,1.5677,0.9323,88.9,75.8,82.4,true,false,0,potpi-esp01
2026-08-26T07:14:27Z,1.571,0.9355,88.7,75.5,82.1,true,false,0,potpi-esp01
2026-08-26T08:14:27Z,1.571,0.9355,88.7,75.5,82.1,true,false,0,potpi-esp01
2026-08-26T09:14:27Z,1.4968,0.8581,93.5,82.1,87.8,true,false,0,potpi-esp01
2026-08-26T10:14:27Z,1.5,0.8581,93.3,82.1,87.7,true,false,0,potpi-esp01
2026-08-26T11:14:27Z,1.5,0.8581,93.3,82.1,87.7,true,false,0,potpi-esp01
2026-08-26T12:14:27Z,1.5,0.8613,93.3,81.8,87.5,true,false,0,potpi-esp01
2026-08-26T13:14:27Z,1.5,0.8613,93.3,81.8,87.5,true,false,0,potpi-esp01
