timestamp,voltage_ch0,voltage_ch1,percent_ch0,percent_ch1,percent_mean,valid,watered,pump_seconds,device
2026-09-19T00:15:02Z,1.6065,0.9645,86.4,73.1,79.7,true,false,0,potpi-esp01
2026-09-19T01:15:03Z,1.6065,0.9645,86.4,73.1,79.7,true,false,0,potpi-esp01
2026-09-19T02:15:03Z,1.6065,0.9645,86.4,73.1,79.7,true,false,0,potpi-esp01
2026-09-19T03:15:03Z,1.6065,0.9677,86.4,72.8,79.6,true,false,0,potpi-esp01
2026-09-19T04:15:03Z,1.6065,0.9677,86.4,72.8,79.6,true,false,0,potpi-esp01
2026-09-19T05:15:03Z,1.6097,0.9677,86.2,72.8,79.5,true,false,0,potpi-esp01
2026-09-19T06:15:03Z,1.6097,0.9677,86.2,72.8,79.5,true,false,0,potpi-esp01
2026-09-19T07:15:03Z,1.6097,0.971,86.2,72.5,79.4,true,false,0,potpi-esp01
2026-09-19T08:15:03Z,1.6129,0.971,86,72.5,79.3,true,false,0,potpi-esp01
2026-09-19T09:15:03Z,1.6161,0.9742,85.8,72.3,79,true,false,0,potpi-esp01
